Experience (Years),Education,Recruiter Decision,Salary Expectation ($),Projects Count,Score (0-100),Role_AI Researcher,Role_Cybersecurity Analyst,Role_Data Scientist,Role_Software Engineer,Cert_AWS Certified,Cert_Deep Learning Specialization,Cert_Google ML,Cert_None,C++,Cybersecurity,Deep Learning,Ethical Hacking,Java,Linux,Machine Learning,NLP,Networking,Python,Pytorch,React,SQL,TensorFlow
0.9,3,1,0.1875939661220808,0.30000000000000004,100,False,True,False,False,False,False,False,True,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0.1,4,0,0.17441365139821596,0.4,45,False,False,True,False,False,False,False,True,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.9,1,1,0.5251954495339282,0.2,100,False,False,True,False,False,False,True,False,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.0,2,0,0.909316427783903,0.7000000000000001,60,False,False,True,False,True,False,False,False,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.1,1,0,0.20975744211686886,0.4,55,False,True,False,False,False,False,True,False,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.30000000000000004,1,1,0.11629247268718057,0.30000000000000004,75,False,False,False,True,False,False,True,False,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.1,1,0,0.5786934950385889,0.30000000000000004,55,False,True,False,False,True,False,False,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.2,1,0,0.27847799939861684,0.1,35,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.6000000000000001,5,1,0.5035707126390698,0.4,100,False,False,False,True,False,False,True,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0,2,1,0.39740152350405944,1.0,70,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.8,1,1,0.409629648190839,0.9,100,False,False,True,False,False,False,False,True,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.9,3,1,0.5557532324345997,0.30000000000000004,100,False,False,True,False,False,False,True,False,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0.9,3,1,0.7388493535130802,0.8,100,False,False,False,True,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,1,1,0
1.0,4,1,0.2935626941966524,0.2,100,False,False,True,False,False,True,False,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.1,5,0,0.28267515285155864,0.30000000000000004,40,False,False,False,True,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8,1,1,0.6133732584945375,0.1,100,False,False,False,True,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.9,3,1,0.09815074671745017,0.4,100,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.9,3,1,0.5200836924927335,0.30000000000000004,100,False,True,False,False,False,False,True,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.1,2,0,0.04462764358023463,0.1,45,False,False,True,False,True,False,False,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.8,5,1,0.1326175202966824,0.0,100,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.0,4,0,0.2550240553272527,0.7000000000000001,60,False,True,False,False,False,False,True,False,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0.0,3,0,0.3722937756840734,0.6000000000000001,60,False,False,True,False,False,True,False,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.5,4,1,0.010386388693996218,0.6000000000000001,100,False,False,False,True,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.9,1,1,0.8972135912598977,0.4,100,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.4,2,1,0.60226019845645,0.8,100,False,False,False,True,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.0,3,0,0.26619975944672747,0.0,20,False,False,True,False,False,True,False,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.7000000000000001,5,1,0.279655708128696,0.1,95,False,True,False,False,False,False,False,True,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.1,4,0,0.4427057231632756,0.6000000000000001,50,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.6000000000000001,1,1,0.5289039791520498,0.4,100,False,False,True,False,False,True,False,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.7000000000000001,4,1,0.6048035481607699,0.4,100,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.1,5,1,0.8394306905883533,1.0,80,False,False,False,True,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,3,1,0.14031021349102946,0.4,100,False,False,False,True,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,2,1,0.2834644682770372,0.2,100,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.0,1,0,0.1529142026661321,0.2,35,False,False,False,True,True,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8,3,1,0.591197253683472,0.2,100,False,False,False,True,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.6000000000000001,3,1,0.4016487922221109,1.0,100,False,False,True,False,False,True,False,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.7000000000000001,1,1,0.7324721860278642,0.7000000000000001,100,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.5,5,1,0.7798937556379675,1.0,100,False,False,False,True,False,False,True,False,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1.0,3,1,0.2538087601483412,0.8,100,False,True,False,False,False,False,False,True,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.4,4,1,0.11584143530119273,0.7000000000000001,95,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.4,4,1,0.3439285356319536,0.6000000000000001,95,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0.5,1,1,0.6084995489626142,0.0,75,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.0,1,1,0.5947554375062645,1.0,70,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.9,2,1,0.9181116568106646,0.8,100,False,False,False,True,False,False,True,False,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.1,1,0,0.716021850255588,0.4,60,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.4,5,1,0.6207777889145034,0.2,80,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.6000000000000001,2,1,0.8728199859677259,0.9,100,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.6000000000000001,5,1,0.29035531722962815,0.8,100,False,False,True,False,False,False,True,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.6000000000000001,1,1,0.34654705823393805,0.30000000000000004,100,False,False,False,True,False,False,True,False,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0.1,3,0,0.5721910393905985,0.30000000000000004,45,False,True,False,False,False,False,True,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.8,2,1,0.23416357622531825,0.30000000000000004,100,False,True,False,False,False,True,False,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.2,4,0,0.11602936754535431,0.30000000000000004,55,False,True,False,False,False,True,False,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.8,5,1,0.7196050917109351,0.7000000000000001,100,False,True,False,False,False,False,False,True,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0.5,2,1,0.5226520998296083,0.1,75,False,False,False,True,False,False,True,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.7000000000000001,2,1,0.9780871003307607,0.6000000000000001,100,False,False,True,False,True,False,False,False,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.9,2,1,0.8220156359627142,0.0,100,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.2,2,0,0.7259070862984867,0.2,55,False,False,True,False,False,True,False,False,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0.4,2,1,0.573807256690388,0.6000000000000001,85,False,False,True,False,False,False,False,True,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.7000000000000001,4,1,0.8413350706625238,0.30000000000000004,100,False,True,False,False,False,False,False,True,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.9,2,1,0.9748922521800141,0.0,100,False,False,False,True,False,False,True,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5,2,1,0.23739601082489736,0.4,95,False,False,True,False,False,True,False,False,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0.30000000000000004,4,1,0.7763982158965621,0.1,65,False,False,True,False,False,True,False,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.0,1,0,0.73078079583041,0.30000000000000004,35,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.2,4,0,0.5697604490327755,0.2,50,False,False,False,True,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.9,5,1,0.6065575824396112,0.9,100,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1.0,2,1,0.7644457251678862,1.0,100,False,True,False,False,False,False,False,True,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.5,5,1,0.4010975243059036,1.0,100,False,False,False,True,True,False,False,False,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4,4,1,0.7456399719354516,0.9,100,False,False,False,True,False,False,True,False,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0.5,4,1,0.3607797935251078,0.8,100,False,False,False,True,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.6000000000000001,1,1,0.28036985065651,0.0,80,False,False,False,True,False,False,True,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4,1,1,0.09391600681567613,0.2,80,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.7000000000000001,5,1,0.645472085797334,0.30000000000000004,100,False,True,False,False,False,False,False,True,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.1,5,1,0.43322140924125496,0.9,75,False,False,False,True,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.6000000000000001,4,1,0.29993986168186837,1.0,100,False,False,False,True,True,False,False,False,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9,1,1,0.3263506063947079,0.2,100,False,False,True,False,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.5,3,1,0.6908013430891049,0.5,100,False,False,True,False,False,True,False,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.30000000000000004,4,0,0.10826150145334268,0.0,50,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.8,1,1,0.8915129798536634,0.5,100,False,True,False,False,True,False,False,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.30000000000000004,1,0,0.6475518692993887,0.0,55,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0.1,1,0,0.9194271825197957,0.4,60,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.0,1,0,0.7907812969830612,0.30000000000000004,30,False,False,False,True,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8,1,1,0.9279091911396211,0.4,100,False,True,False,False,False,True,False,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.1,5,0,0.9580911095519695,0.0,30,False,False,False,True,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.6000000000000001,1,1,0.2598852360428987,0.30000000000000004,100,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
0.7000000000000001,1,1,0.03519344492332366,0.0,80,False,True,False,False,False,False,False,True,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.4,3,1,0.9384459256289466,0.5,80,False,True,False,False,False,False,False,True,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1.0,3,1,0.60881276936955,0.30000000000000004,100,False,False,True,False,False,False,True,False,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.4,3,1,0.2603863886939962,0.7000000000000001,95,False,False,True,False,False,False,False,True,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.30000000000000004,4,1,0.6667585446527013,0.1,65,False,True,False,False,False,False,True,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.30000000000000004,1,1,0.3085972737295781,0.2,65,False,False,True,False,False,False,True,False,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0.9,2,1,0.24807056229327462,0.2,100,False,True,False,False,False,True,False,False,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0.5,2,1,0.6206149143028967,0.30000000000000004,85,False,False,True,False,False,False,False,True,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1.0,4,1,0.543612809461762,0.0,100,False,True,False,False,False,True,False,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.5,2,1,0.49173098125689085,0.5,100,True,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1.0,3,1,0.22722261200761762,0.8,100,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1.0,5,1,0.9975192943770674,0.1,100,False,False,True,False,False,False,False,True,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.8,5,1,0.7002731281948482,0.4,100,False,False,True,False,True,False,False,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.6000000000000001,2,1,0.29046807657612517,0.0,85,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.9,1,1,0.539578530620427,0.2,100,False,False,True,False,False,False,True,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.30000000000000004,2,1,0.9825473589255287,0.7000000000000001,90,False,True,False,False,False,False,True,False,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0.6000000000000001,5,1,0.7448631853262504,1.0,100,False,False,False,True,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0.7000000000000001,5,1,0.27572165981758046,0.2,100,False,False,True,False,True,False,False,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.7000000000000001,2,1,0.3244462263205373,0.0,100,False,False,True,False,False,False,True,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.5,4,1,0.1725218001403228,0.8,100,False,True,False,False,False,True,False,False,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0.6000000000000001,3,1,0.7365816377668639,0.2,90,False,True,False,False,False,False,False,True,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.6000000000000001,1,1,0.23800992282249178,0.5,100,False,True,False,False,True,False,False,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.2,5,0,0.5746968026460861,0.1,40,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0.6000000000000001,1,1,0.9220081186729479,0.9,100,False,True,False,False,True,False,False,False,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0.2,4,0,0.9774731883331664,0.1,45,False,True,False,False,False,True,False,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.30000000000000004,5,1,0.9068482509772477,0.9,95,False,False,True,False,False,True,False,False,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.5,3,1,0.7390874010223514,0.8,100,False,False,True,False,True,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.5,3,1,0.9415280144331963,1.0,100,False,True,False,False,False,False,False,True,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0.1,3,0,0.4555101733988174,0.2,35,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.7000000000000001,3,1,0.9724741906384686,1.0,100,False,True,False,False,False,False,True,False,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0.2,5,0,0.6143505061641776,0.30000000000000004,45,False,False,True,False,False,False,False,True,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.30000000000000004,3,1,0.45122531823193346,0.6000000000000001,85,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0.2,1,1,0.2872982860579333,0.7000000000000001,80,False,True,False,False,False,False,True,False,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.9,1,1,0.35154605592863586,0.2,100,False,False,False,True,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.7000000000000001,3,1,0.7323719554976447,0.0,80,False,False,True,False,False,False,False,True,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.8,4,1,0.05498897464167585,0.1,100,False,True,False,False,False,False,False,True,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.30000000000000004,1,1,0.13400821890347803,0.6000000000000001,85,False,False,True,False,True,False,False,False,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0.30000000000000004,2,1,0.7597098326150147,0.5,80,False,False,False,True,False,False,True,False,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0.9,5,1,0.3635361331061442,0.8,100,False,False,True,False,False,True,False,False,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.6000000000000001,4,1,0.4510373859877719,0.4,100,False,False,True,False,False,False,False,True,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.9,1,1,0.21471885336273433,0.2,100,False,False,True,False,False,False,True,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.1,4,0,0.1973413851859277,0.30000000000000004,35,False,False,False,True,False,False,False,True,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8,1,1,0.9843389796532025,0.5,100,False,False,True,False,False,False,True,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.30000000000000004,4,1,0.5178159767465171,0.7000000000000001,75,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.8,4,1,0.32152701212789425,0.4,100,False,True,False,False,False,False,False,True,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0.6000000000000001,5,1,0.1764683772677158,0.7000000000000001,100,False,False,False,True,False,True,False,False,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.1,5,1,0.2557131402225118,0.7000000000000001,65,False,False,True,False,False,False,False,True,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.0,1,0,0.03556930941164682,0.7000000000000001,45,True,False,False,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.5,5,1,0.6210408940563297,0.30000000000000004,80,False,False,True,False,False,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0.7000000000000001,3,1,0.6232459657211586,0.30000000000000004,100,False,False,False,True,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.5,4,1,0.3016563095118774,0.7000000000000001,100,False,False,False,True,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.0,1,0,0.051881828204871194,0.7000000000000001,55,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.0,4,0,0.31737997394006223,0.30000000000000004,40,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0.30000000000000004,3,1,0.3238072566903879,0.5,85,False,False,True,False,False,False,True,False,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.1,5,1,0.22648341184724874,0.5,65,False,False,False,True,True,False,False,False,1,0,0,0,1,0,0,0,0,0,0,1,1,0
0.8,1,1,0.24584043299589065,0.8,100,False,True,False,False,False,True,False,False,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0.1,5,0,0.25533727573418863,0.30000000000000004,45,False,True,False,False,True,False,False,False,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0.30000000000000004,4,1,0.5050115265109754,1.0,100,True,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1.0,5,1,0.6901498446426781,0.6000000000000001,100,False,False,True,False,False,False,False,True,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0.9,1,1,0.93573970131302,0.5,100,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1,0,1,1,0,0,1
